Code;Omschrijving;CASnummer;Groep;SIKBid;D_BEGIN;D_EIND;D_STATUS
NaClO5H2O;natriumhypochloriet pentahydraat;10022-70-5;ChemischeStof;;08-06-2011;;G
NaDC1yDtocbm;natriumdimethyldithiocarbamaat;128-04-1;ChemischeStof;;08-06-2011;;G
NaDHPO4;natriumdiwaterstoffosfaat;7558-80-7;ChemischeStof;;08-06-2011;;G
NaFactt;natriumfluoracetaat;62-74-8;ChemischeStof;;08-06-2011;;G
NaHSO3;natriumwaterstofsulfiet;7631-90-5;ChemischeStof;;08-06-2011;;G
NaI;natriumjodide;7681-82-5;ChemischeStof;;08-06-2011;;G
NaLySO4;natriumlaurylsulfaat;151-21-3;ChemischeStof;;08-06-2011;;G
NaNO2;natriumnitriet;7632-00-0;ChemischeStof;;08-06-2011;;G
NaOCl;natriumhypochloriet;7681-52-9;ChemischeStof;1932;26-08-2011;;G
NaOH;natriumhydroxide;1310-73-2;ChemischeStof;;08-06-2011;;G
NaPeClfnt;natriumpentachloorfenaat;131-52-2;ChemischeStof;;08-06-2011;;G
NaSO4;natriumsulfaat;7757-82-6;ChemischeStof;;08-06-2011;;G
NaSiO2;natriumsilicaat;1344-09-8;ChemischeStof;;08-06-2011;;G
NaTplPO4;natriumtripolyfosfaat;13573-18-7;ChemischeStof;;08-06-2011;;G
Naazde;natriumazide;26628-22-8;ChemischeStof;;08-06-2011;;G
Naf;naftaleen;91-20-3;ChemischeStof;1259;08-06-2011;;G
Nalnsfnt;natrium lignosulfonaat;8061-51-6;ChemischeStof;;08-06-2011;;G
Namtolt;natriummerthiolaat;54-64-8;ChemischeStof;;08-06-2011;;G
Nanorg;stikstof anorganisch;NVT;ChemischeStof;;26-08-2011;;G
NaoFyfnt;natrium-ortho-fenylfenaat;132-27-4;ChemischeStof;;08-06-2011;;G
Nb;niobium;7440-03-1;ChemischeStof;1268;10-06-2011;;G
Nb93m;niobium 93m;378782-82-2;ChemischeStof;;08-06-2011;;G
Nb94;niobium 94;14681-63-1;ChemischeStof;;08-06-2011;;G
NccC6y2bztzA;N-cyclohexyl-2-benzothiazolamine;28291-75-0;ChemischeStof;5012;21-01-2014;;G
NccC6yacAd;N-cyclohexylacetamide;1124-53-4;ChemischeStof;;08-06-2011;;G
Nd;neodymium;7440-00-8;ChemischeStof;1265;08-06-2011;;G
Nd147;neodymium 147;14269-74-0;ChemischeStof;;08-06-2011;;G
Ne;neon;7440-01-9;ChemischeStof;;07-01-2012;;G
Ni;nikkel;7440-02-0;ChemischeStof;1267;08-06-2011;;G
NiCl;nikkelchloride;13931-83-4;ChemischeStof;;08-06-2011;;G
NiSO4;nikkelsulfaat;7786-81-4;ChemischeStof;;08-06-2011;;G
No;nobelium;10028-14-5;ChemischeStof;;07-01-2012;;G
Norg;stikstof organisch;NVT;ChemischeStof;;26-08-2011;;G
Np;neptunium;7439-99-8;ChemischeStof;;07-01-2012;;G
Np237;neptunium 237;13994-20-2;ChemischeStof;;08-06-2011;;G
Np238;neptunium 238;15766-25-3;ChemischeStof;;08-06-2011;;G
Np239;neptunium 239;13968-59-7;ChemischeStof;;08-06-2011;;G
Ntot;stikstof totaal;NVT;ChemischeStof;1496;27-08-2011;;G
O2;zuurstof;7782-44-7;ChemischeStof;1701;08-06-2011;;G
OEVBGIG;Oeverbegroeiing;NVT;Object;;26-12-2012;;G
OEVBSIG;Oeverbeschoeiing;NVT;Object;;26-12-2012;;G
OEVPTN;Oeverplanten;NVT;Object;;26-08-2011;;G
OEVST;Oeversoort;NVT;Typering;;08-06-2011;;G
OEVVTPG;Oeververtrapping;NVT;Typering;;08-06-2011;;G
OLE;Olie;NVT;Object;;26-01-2012;;G
ONDHD;Onderhoud;NVT;Typering;;08-06-2011;;G
OPNDR;Openingsduur;NVT;Grootheid;;08-06-2011;;G
OPNMSHAOPO4;Opnamesnelheid anoxisch fosfaat;NVT;Grootheid;;08-06-2011;;G
OPNMSHARPO4;Opnamesnelheid aeroob fosfaat;NVT;Grootheid;;08-06-2011;;G
OPNPCTGE;Openingspercentage;NVT;Grootheid;;08-06-2011;;G
OPPVPVK;Oppervlak proefvlak;NVT;MonstervariabeleEcologie;;27-08-2011;;G
OPPVTE;Oppervlakte;NVT;Grootheid;;08-06-2011;;G
OPPVTFTE;Oppervlaktefractie;NVT;Grootheid;;31-07-2012;;G
OSTOF;organisch stof;NVT;ChemischeStof;;08-06-2011;;G
OSTOF/WATR;Verhouding organische stof/water;NVT;Grootheid;;27-08-2011;;G
OTNE;amberonne;54464-57-2;ChemischeStof;;08-06-2011;;G
OVERSDR;Overstortduur;NVT;Grootheid;;08-06-2011;;G
OVERSFQTE;Overstortfrequentie;NVT;Grootheid;;08-06-2011;;G
OVSHTE;Overstorthoogte;NVT;Grootheid;;08-06-2011;;G
OVSVLME;Overstortvolume;NVT;Grootheid;;08-06-2011;;G
OaAd;oxamide;471-46-5;ChemischeStof;;08-06-2011;;G
OaDazn;oxadiazon;19666-30-9;ChemischeStof;;08-06-2011;;G
OaDxl;oxadixyl;77732-09-3;ChemischeStof;;08-06-2011;;G
Oaclne;oxacilline;66-79-5;ChemischeStof;2498;08-06-2011;;G
OamOxme;oxamyl-oxime;30558-43-1;ChemischeStof;;08-06-2011;;G
Oaml;oxamyl;23135-22-0;ChemischeStof;1343;08-06-2011;;G
Oasfrn;oxasulfuron;144651-06-9;ChemischeStof;;08-06-2011;;G
OcC1yT4slxn;octamethyltetrasiloxaan;1000-05-1;ChemischeStof;;08-06-2011;;G
OcC1yccT4slx;octamethylcyclotetrasiloxaan;556-67-2;ChemischeStof;5013;21-01-2014;;G
OcClNaf;octachloornaftaleen;2234-13-1;ChemischeStof;;08-06-2011;;G
OcClsrn;octachloorstyreen;29082-74-4;ChemischeStof;;08-06-2011;;G
Oolnzr;oxolinezuur;14698-29-4;ChemischeStof;;08-06-2011;;G
Os;osmium;7440-04-2;ChemischeStof;;07-01-2012;;G
Os185;osmium 185;15766-50-4;ChemischeStof;;08-06-2011;;G
OsT4O;osmium tetraoxide;20816-12-0;ChemischeStof;;08-06-2011;;G
OxFfn;oxyfluorfen;42874-03-3;ChemischeStof;;08-06-2011;;G
OxT4ccne;oxytetracycline;6153-64-6;ChemischeStof;;08-06-2011;;G
OxcbOxn;oxycarboxin;5259-88-1;ChemischeStof;;08-06-2011;;G
P/Fe;Verhouding fosfor totaal/ijzer;NVT;Grootheid;;30-05-2012;;G
P/PO4;Verhouding fosfor totaal/fosfaat;NVT;Grootheid;;26-08-2011;;G
P4;tetrafosfor;12185-10-3;ChemischeStof;796;09-11-2011;;G
PBB101;2.2'.4.5.5'-pentabroombifenyl;67888-96-4;ChemischeStof;;08-06-2011;;G
PBB15;4.4'-dibroombifenyl;92-86-4;ChemischeStof;;08-06-2011;;G
PBB169;3.3'.4.4'.5.5'-hexabroombifenyl;60044-26-0;ChemischeStof;;08-06-2011;;G
PBB209;2.2'.3.3'.4.4'.5.5'.6.6'-decabroombifenyl;13654-09-6;ChemischeStof;;08-06-2011;;G
PBB49;2.2'.4.5'-tetrabroombifenyl;60044-24-8;ChemischeStof;;08-06-2011;;G
PBB52;2.2'.4.4'-tetrabroombifenyl;59080-37-4;ChemischeStof;;08-06-2011;;G
PBDE100;2.2'.4.4'.6-pentabroomdifenylether;189084-64-8;ChemischeStof;2323;08-06-2011;;G
PBDE119;2.3'.4.4'.6-pentabroomdifenylether;86029-64-3;ChemischeStof;;08-06-2011;;G
PBDE138;2.2'.3.4.4'.5'-hexabroomdifenylether;182677-30-1;ChemischeStof;2321;08-06-2011;;G
PBDE153;2.2'.4.4'.5.5'-hexabroomdifenylether;68631-49-2;ChemischeStof;2318;08-06-2011;;G
PBDE154;2.2'.4.4'.5.6'-hexabroomdifenylether;207122-15-4;ChemischeStof;2322;08-06-2011;;G
PBDE183;2.2'.3.4.4'.5'.6-heptabroomdifenylether;207122-16-5;ChemischeStof;;27-08-2011;;G
PBDE190;2.3.3'.4.4'.5.6-heptabroomdifenylether;189084-68-2;ChemischeStof;;08-06-2011;;G
PBDE209;2.2'.3.3'.4.4'.5.5'.6.6'-decabroomdiphenylether;1163-19-5;ChemischeStof;2530;08-06-2011;;G
PBDE28;2.4.4'-tribroomdifenylether;41318-75-6;ChemischeStof;2315;08-06-2011;;G
PBDE47;2.2'.4.4'-tetrabroomdifenylether;5436-43-1;ChemischeStof;2316;08-06-2011;;G
PBDE49;2.2'.4.5'-tetrabroomdifenylether;243982-82-3;ChemischeStof;2319;08-06-2011;;G
PBDE51;2.2'.4.6'-tetrabroomdifenylether;97038-95-4;ChemischeStof;;08-06-2011;;G
PBDE66;2.3'.4.4'-tetrabroomdifenylether;189084-61-5;ChemischeStof;;08-06-2011;;G
PBDE71;2.3'.4'.6-tetrabroomdifenylether;189084-62-6;ChemischeStof;;08-06-2011;;G
PBDE75;2.4.4'.6-tetrabroomdifenylether;189084-63-7;ChemischeStof;;08-06-2011;;G
PBDE77;3.3'.4.4'-tetrabroomdifenylether;77102-82-0;ChemischeStof;;08-06-2011;;G
PBDE85;2.2'.3.4.4'-pentabroomdifenylether;182346-21-0;ChemischeStof;2320;08-06-2011;;G
PBDE99;2.2'.4.4'.5-pentabroomdifenylether;60348-60-9;ChemischeStof;2317;08-06-2011;;G
PCB10;2.6-dichloorbifenyl;33146-45-1;ChemischeStof;;08-06-2011;;G
PCB101;2.2'.4.5.5'-pentachloorbifenyl;37680-73-2;ChemischeStof;1372;08-06-2011;;G
PCB105;2.3.3'.4.4'-pentachloorbifenyl;32598-14-4;ChemischeStof;1373;08-06-2011;;G
PCB107;2.3.3'.4.5-pentachloorbifenyl;70424-69-0;ChemischeStof;;08-06-2011;;G
PCB110;2.3.3'.4'.6-pentachloorbifenyl;38380-03-9;ChemischeStof;;08-06-2011;;G
PCB114;2.3.4.4'.5-pentachloorbifenyl;74472-37-0;ChemischeStof;;08-06-2011;;G
PCB118;2.3'.4.4'.5-pentachloorbifenyl;31508-00-6;ChemischeStof;1374;08-06-2011;;G
PCB123;2.3'.4.4'.5'-pentachloorbifenyl;65510-44-3;ChemischeStof;;08-06-2011;;G
PCB126;3.3'.4.4'.5-pentachloorbifenyl;57465-28-8;ChemischeStof;1967;08-06-2011;;G
PCB128;2.2'.3.3'.4.4'-hexachloorbifenyl;38380-07-3;ChemischeStof;1375;08-06-2011;;G
PCB130;2.2'.3.3'.4.5'-hexachloorbifenyl;52663-66-8;ChemischeStof;;08-06-2011;;G
PCB132;2.2'.3.3'.4.6'-hexachloorbifenyl;38380-05-1;ChemischeStof;;08-06-2011;;G
PCB137;2.2'.3.4.4'.5-hexachloorbifenyl;35694-06-5;ChemischeStof;;08-06-2011;;G
PCB138;2.2'.3.4.4'.5'-hexachloorbifenyl;35065-28-2;ChemischeStof;1376;08-06-2011;;G
PCB141;2.2'.3.4.5.5'-hexachloorbifenyl;52712-04-6;ChemischeStof;;08-06-2011;;G
PCB149;2.2'.3.4'.5'.6-hexachloorbifenyl;38380-04-0;ChemischeStof;2435;08-06-2011;;G
PCB151;2.2'.3.5.5'.6-hexachloorbifenyl;52663-63-5;ChemischeStof;;08-06-2011;;G
PCB153;2.2'.4.4'.5.5'-hexachloorbifenyl;35065-27-1;ChemischeStof;1377;08-06-2011;;G
PCB155;2.2'.4.4'.6.6'-hexachloorbifenyl;33979-03-2;ChemischeStof;;08-06-2011;;G
PCB156;2.3.3'.4.4'.5-hexachloorbifenyl;38380-08-4;ChemischeStof;1378;08-06-2011;;G
PCB157;2.3.3'.4.4'.5'-hexachloorbifenyl;69782-90-7;ChemischeStof;;08-06-2011;;G
PCB158;2.3.3'.4.4'.6-hexachloorbifenyl;74472-42-7;ChemischeStof;;08-06-2011;;G
PCB160;2.3.3'.4.5.6-hexachloorbifenyl;41411-62-5;ChemischeStof;;08-06-2011;;G
PCB166;2.3.4.4'.5.6-hexachloorbifenyl;41411-63-6;ChemischeStof;;08-06-2011;;G
PCB167;2.3'.4.4'.5.5'-hexachloorbifenyl;52663-72-6;ChemischeStof;;08-06-2011;;G
PCB169;3.3'.4.4'.5.5'-hexachloorbifenyl;32774-16-6;ChemischeStof;1968;08-06-2011;;G
PCB17;2.2'.4-trichloorbifenyl;37680-66-3;ChemischeStof;;08-06-2011;;G
PCB170;2.2'.3.3'.4.4'.5-heptachloorbifenyl;35065-30-6;ChemischeStof;1379;08-06-2011;;G
PCB171;2.2'.3.3'.4.4'.6-heptachloorbifenyl;52663-71-5;ChemischeStof;;08-06-2011;;G
PCB172;2.2'.3.3'.4.5.5'-heptachloorbifenyl;52663-74-8;ChemischeStof;;08-06-2011;;G
PCB174;2.2'.3.3'.4.5.6'-heptachloorbifenyl;38411-25-5;ChemischeStof;;08-06-2011;;G
PCB175;2.2'.3.3'.4.5.6-heptachloorbifenyl;40186-70-7;ChemischeStof;;08-06-2011;;G
PCB177;2.2'.3.3'.4.5'.6-heptachloorbifenyl;52663-70-4;ChemischeStof;;08-06-2011;;G
PCB178;2.2'.3.3'.5.5'.6-heptachloorbifenyl;52663-67-9;ChemischeStof;;08-06-2011;;G
PCB18;2.2'.5-trichloorbifenyl;37680-65-2;ChemischeStof;2436;08-06-2011;;G
PCB180;2.2'.3.4.4'.5.5'-heptachloorbifenyl;35065-29-3;ChemischeStof;1380;08-06-2011;;G
PCB183;2.2'.3.4.4'.5'.6-heptachloorbifenyl;52663-69-1;ChemischeStof;;08-06-2011;;G
PCB185;2.2'.3.4.5.5'.6-heptachloorbifenyl;52712-05-7;ChemischeStof;;08-06-2011;;G
PCB187;2.2'.3.4'.5.5'.6-heptachloorbifenyl;52663-68-0;ChemischeStof;2437;08-06-2011;;G
PCB189;2.3.3'.4.4'.5.5 '-heptachlorobifenyl;39635-31-9;ChemischeStof;;08-06-2011;;G
PCB190;2.3.3'.4.4'.5.6-heptachloorbifenyl;41411-64-7;ChemischeStof;;08-06-2011;;G
PCB194;2.2'.3.3'.4.4'.5.5'-octachloorbifenyl;35694-08-7;ChemischeStof;;08-06-2011;;G
PCB195;2.2'.3.3'.4.4'.5.6-octachloorbifenyl;52663-78-2;ChemischeStof;2438;08-06-2011;;G
PCB196;2.2'.3.3'.4.4'.5.6'-octachloorbifenyl;42740-50-1;ChemischeStof;;08-06-2011;;G
PCB199;2.2'.3.3'.4.5.6.6'-octachloorbifenyl;52663-73-7;ChemischeStof;;08-06-2011;;G
PCB20;2.3.3'-trichloorbifenyl;38444-84-7;ChemischeStof;;08-06-2011;;G
PCB201;2.2'.3.3'.4.5'.6.6'-octachloorbifenyl;40186-71-8;ChemischeStof;;08-06-2011;;G
PCB202;2.2'.3.3'.5.5'.6.6'-octachloorbifenyl;2136-99-4;ChemischeStof;;08-06-2011;;G
PCB206;2.2'.3.3'.4.4'.5.5'.6-nonachloorbifenyl;40186-72-9;ChemischeStof;2439;08-06-2011;;G
PCB207;2.2'.3.3'.4.4'.5.6.6'-nonachloorbifenyl;52663-79-3;ChemischeStof;;08-06-2011;;G
PCB209;2.2'.3.3'.4.4'.5.5'.6.6'-decachloorbifenyl;2051-24-3;ChemischeStof;1811;08-06-2011;;G
PCB28;2.4.4'-trichloorbifenyl;7012-37-5;ChemischeStof;1381;08-06-2011;;G
PCB31;2.4'.5-trichloorbifenyl;16606-02-3;ChemischeStof;;08-06-2011;;G
PCB44;2.2'.3.5'-tetrachloorbifenyl;41464-39-5;ChemischeStof;2440;08-06-2011;;G
PCB47;2.2'.4.4'-tetrachloorbifenyl;2437-79-8;ChemischeStof;;08-06-2011;;G
PCB49;2.2'.4.5'-tetrachloorbifenyl;41464-40-8;ChemischeStof;;08-06-2011;;G
PCB52;2.2'.5.5'-tetrachloorbifenyl;35693-99-3;ChemischeStof;1382;08-06-2011;;G
PCB56;2.3.3'.4'-tetrachloorbifenyl;41464-43-1;ChemischeStof;;08-06-2011;;G
PCB64;2.3.4'.6-tetrachloorbifenyl;52663-58-8;ChemischeStof;;08-06-2011;;G
PCB66;2.3.4.4-tetrachloorbifenyl;32598-10-0;ChemischeStof;2441;08-06-2011;;G
PCB70;2.3'.4'.5-tetrachloorbifenyl;32598-11-1;ChemischeStof;;08-06-2011;;G
PCB72;2.3'.5.5'-tetrachloorbifenyl;41464-42-0;ChemischeStof;;08-06-2011;;G
PCB74;2.4.4'.5-tetrachloorbifenyl;32690-93-0;ChemischeStof;;08-06-2011;;G
PCB77;3.3'.4.4'-tetrachloorbifenyl;32598-13-3;ChemischeStof;1969;08-06-2011;;G
PCB81;3.4.4'.5-tetrachlorobifenyl;70362-50-4;ChemischeStof;;08-06-2011;;G
PCB85;2.2'.3.4.4'-pentachloorbifenyl;65510-45-4;ChemischeStof;;08-06-2011;;G
PCB87;2.2'.3.4.5'-pentachloorbifenyl;38380-02-8;ChemischeStof;;08-06-2011;;G
PCB92;2.2'.3.5.5'-pentachloorbifenyl;52663-61-3;ChemischeStof;;08-06-2011;;G
PCB95;2.2'.3.5'.6-pentachloorbifenyl;38379-99-6;ChemischeStof;;08-06-2011;;G
PCB97;2.2'.3.4'.5'-pentachloorbifenyl;41464-51-1;ChemischeStof;;08-06-2011;;G
PCB99;2.2'.4.4'.5-pentachloorbifenyl;38380-01-7;ChemischeStof;;08-06-2011;;G
PCDD48;2.3.7.8-tetrachloordibenzo-p-dioxine;1746-01-6;ChemischeStof;90;08-06-2011;;G
PCDD54;1.2.3.7.8-pentachloordibenzo-p-dioxine;40321-76-4;ChemischeStof;24;08-06-2011;;G
PCDD66;1.2.3.4.7.8-hexachloordibenzo-p-dioxine;39227-28-6;ChemischeStof;14;08-06-2011;;G
PCDD67;1.2.3.6.7.8-hexachloordibenzo-p-dioxine;57653-85-7;ChemischeStof;20;08-06-2011;;G
PCDD70;1.2.3.7.8.9-hexachloordibenzo-p-dioxine;19408-74-3;ChemischeStof;22;08-06-2011;;G
PCDD73;1.2.3.4.6.7.8-heptachloordibenzo-p-dioxine;35822-46-9;ChemischeStof;11;08-06-2011;;G
PCDD75;1.2.3.4.6.7.8.9-octachloordibenzo-p-dioxine;3268-87-9;ChemischeStof;1289;08-06-2011;;G
PCDF112;2.3.4.7.8-pentachloordibenzofuraan;57117-31-4;ChemischeStof;81;08-06-2011;;G
PCDF118;1.2.3.4.7.8-hexachloordibenzofuraan;70648-26-9;ChemischeStof;15;08-06-2011;;G
PCDF119;1.2.3.4.7.9-hexachloordibenzofuraan;91538-84-0;ChemischeStof;;08-06-2011;;G
PCDF121;1.2.3.6.7.8-hexachloordibenzofuraan;57117-44-9;ChemischeStof;;08-06-2011;;G
PCDF124;1.2.3.7.8.9-hexachloordibenzofuraan;72918-21-9;ChemischeStof;;08-06-2011;;G
PCDF130;2.3.4.6.7.8-hexachloordibenzofuraan;60851-34-5;ChemischeStof;79;09-06-2011;;G
PCDF131;1.2.3.4.6.7.8-heptachloordibenzofuraan;67562-39-4;ChemischeStof;12;08-06-2011;;G
PCDF134;1.2.3.4.7.8.9-heptachloordibenzofuraan;55673-89-7;ChemischeStof;13;08-06-2011;;G
PCDF135;1.2.3.4.6.7.8.9-octachloordibenzofuraan;39001-02-0;ChemischeStof;1290;08-06-2011;;G
PCDF83;2.3.7.8-tetrachloordibenzofuraan;51207-31-9;ChemischeStof;2228;08-06-2011;;G
PCDF89;1.2.3.4.8-pentachloordibenzofuraan;67517-48-0;ChemischeStof;;08-06-2011;;G
PCDF94;1.2.3.7.8-pentachloordibenzofuraan;57117-41-6;ChemischeStof;25;08-06-2011;;G
PCTA;pentachloorthioanisole;1825-19-0;ChemischeStof;;08-06-2011;;G
PERMNTE;Permanentie;NVT;Typering;;08-06-2011;;G
PFBA;perfluorbutaanzuur;375-22-4;ChemischeStof;;08-06-2011;;G
PFDA;perfluordecaanzuur;335-76-2;ChemischeStof;;08-06-2011;;G
PFDoA;perfluordodecaanzuur;307-55-1;ChemischeStof;;08-06-2011;;G
PFHpA;perfluorheptaanzuur;375-85-9;ChemischeStof;;08-06-2011;;G
PFHxA;perfluorhexaanzuur;307-24-4;ChemischeStof;;08-06-2011;;G
PFNA;perfluornonaanzuur;375-95-1;ChemischeStof;;08-06-2011;;G
PFOA;perfluoroctaanzuur;335-67-1;ChemischeStof;;08-06-2011;;G
PFOS;perfluoroctaansulfonaat;1763-23-1;ChemischeStof;;08-06-2011;;G
PFOSA;perfluoroctaansulfonamide;754-91-6;ChemischeStof;;08-06-2011;;G
PFOSF;perfluorooctaansulfonylfluoride;307-35-7;ChemischeStof;;08-06-2011;;G
PFPA;perfluorpentaanzuur;2706-90-3;ChemischeStof;;08-06-2011;;G
PFTDA;perfluortridecaanzuur;72629-94-8;ChemischeStof;;08-06-2011;;G
PFTeDA;perfluortetradecaanzuur;376-06-7;ChemischeStof;;08-06-2011;;G
PFUdA;perfluorundecaanzuur;2058-94-8;ChemischeStof;;08-06-2011;;G
PGEEA;propyleenglycolmonoethyletheracetaat;54839-24-6;ChemischeStof;724;08-06-2011;;G
PGETAL;P-getal;NVT;Grootheid;;01-07-2013;;G
PGMEA;propyleenglycolmonomethyletheracetaat;108-65-6;ChemischeStof;66;08-06-2011;;G
PHOR;Phormidium;NVT;Object;;07-07-2012;;G
PLAN;Planktothrix;NVT;Object;;11-06-2011;;G
PMV;Kaliumpermanganaat verbruik;NVT;Grootheid;;08-06-2011;;G
PO4;fosfaat;14265-44-2;ChemischeStof;;26-08-2011;;G
PROFL;Profiel;NVT;Typering;;08-06-2011;;G
PSEUDMNARGNS;Pseudomonas aeruginosa;NVT;Object;;08-06-2011;;G
PTMEG;polytetramethyletherglycol;24979-97-3;ChemischeStof;;08-06-2011;;G
PUIN;Puin;NVT;Object;;17-05-2014;;G
PULS;Puls;NVT;Object;;08-06-2011;;G
PULSVLME;Pulsvolume;NVT;Grootheid;;08-06-2011;;G
Pa;protactinium;7440-13-3;ChemischeStof;;07-01-2012;;G
Pa230;protactinium 230;15766-10-6;ChemischeStof;;08-06-2011;;G
Pa231;protactinium 231;14331-85-2;ChemischeStof;;08-06-2011;;G
Pa233;protactinium 233;13981-14-1;ChemischeStof;;08-06-2011;;G
Pb;lood;7439-92-1;ChemischeStof;1116;08-06-2011;;G
Pb210;lood 210;14255-04-0;ChemischeStof;;08-06-2011;;G
Pb211;lood 211;15816-77-0;ChemischeStof;;08-06-2011;;G
Pb212;lood 212;15092-94-1;ChemischeStof;;08-06-2011;;G
Pb214;lood 214;15067-28-4;ChemischeStof;;08-06-2011;;G
Pd;palladium;7440-05-3;ChemischeStof;1356;10-06-2011;;G
Pd103;palladium 103;14967-68-1;ChemischeStof;;08-06-2011;;G
Pe;peryleen;198-55-0;ChemischeStof;;08-06-2011;;G
PeClAn;pentachlooraniline;527-20-8;ChemischeStof;1385;08-06-2011;;G
PeClBen;pentachloorbenzeen;608-93-5;ChemischeStof;1387;08-06-2011;;G
PeClC2a;pentachloorethaan;76-01-7;ChemischeStof;;08-06-2011;;G
PeClFol;pentachloorfenol;87-86-5;ChemischeStof;1390;08-06-2011;;G
PeClNO2Ben;pentachloornitrobenzeen (quintozeen);82-68-8;ChemischeStof;;08-06-2011;;G
PeClansl;pentachlooranisol;1825-21-4;ChemischeStof;;08-06-2011;;G
Peglyme;pentaglyme;1191-87-3;ChemischeStof;;08-06-2011;;G
PenCl;pentanochloor;2307-68-8;ChemischeStof;;08-06-2011;;G
Pm;promethium;7440-12-2;ChemischeStof;;07-01-2012;;G
Po;polonium;7440-08-6;ChemischeStof;;07-01-2012;;G
Po210;polonium 210;13981-52-7;ChemischeStof;;08-06-2011;;G
Porg;fosfor organisch;NVT;ChemischeStof;;26-08-2011;;G
Pr;praseodymium;7440-10-0;ChemischeStof;1414;08-06-2011;;G
Pt;platina;7440-06-4;ChemischeStof;1410;10-06-2011;;G
Ptot;fosfor totaal;NVT;ChemischeStof;;26-08-2011;;G
Pu;plutonium;7440-07-5;ChemischeStof;;07-01-2012;;G
Pu237;plutonium 237;15411-93-5;ChemischeStof;;08-06-2011;;G
Pu238;plutonium 238;13981-16-3;ChemischeStof;;08-06-2011;;G
Pu240;plutonium 240;14119-33-6;ChemischeStof;;08-06-2011;;G
Pyr;pyreen;129-00-0;ChemischeStof;1445;08-06-2011;;G
Q;Debiet;NVT;Grootheid;;08-06-2011;;G
Qp;Karakterisering van breedte van het spectrum van 30-500 mHz;NVT;OngedefinieerdGolven;;28-08-2011;;G
R1FyC2ol;(R)-1-fenylethanol;1517-69-7;ChemischeStof;;08-06-2011;;G
RDX;hexahydro-1.3.5-trinitro-1.3.5-triazin (RDX);121-82-4;ChemischeStof;;08-06-2011;;G
RECCLTFTR;Recirculatiefactor;NVT;Grootheid;;08-06-2011;;G
REDPTTAL;Redoxpotentiaal;NVT;Grootheid;;08-06-2011;;G
RELTVLVTHD;Relatieve luchtvochtigheid;NVT;Grootheid;;08-06-2011;;G
REPSTTVDG;Representatieve dag;NVT;Object;;26-08-2011;;G
RESTBTA;Rest Beta;NVT;ChemischeStof;5014;21-01-2014;;G
RISCNVCANBTR;Risiconiveau cyanobacteriën;NVT;Typering;;08-06-2011;;G
Ra;radium;7440-14-4;ChemischeStof;;07-01-2012;;G
Ra223;radium 223;15623-45-7;ChemischeStof;;08-06-2011;;G
Ra224;radium 224;13233-32-4;ChemischeStof;;08-06-2011;;G
Ra225;radium 225;13981-53-8;ChemischeStof;;08-06-2011;;G
Ra226;radium 226;13982-63-3;ChemischeStof;;08-06-2011;;G
Ra228;radium 228;15262-20-1;ChemischeStof;;08-06-2011;;G
Rb;rubidium;7440-17-7;ChemischeStof;1987;08-06-2011;;G
Rb86;rubidium 86;14932-53-7;ChemischeStof;;08-06-2011;;G
Re;renium;7440-15-5;ChemischeStof;;07-01-2012;;G
Re186;rhenium 186;14998-63-1;ChemischeStof;;08-06-2011;;G
Rf;rutherfordium;53850-36-5;ChemischeStof;;07-01-2012;;G
Rg;roentgenium;54386-24-2;ChemischeStof;;07-01-2012;;G
Rh;rhodium;7440-16-6;ChemischeStof;1461;08-06-2011;;G
Rn;radon;10043-92-2;ChemischeStof;;07-01-2012;;G
Ru;ruthenium;7440-18-8;ChemischeStof;;07-01-2012;;G
Ru103;ruthenium 103;13968-53-1;ChemischeStof;;08-06-2011;;G
Ru106;ruthenium 106;13967-48-1;ChemischeStof;;08-06-2011;;G
S;sulfide;18496-25-8;ChemischeStof;1511;08-06-2011;;G
S6;zwavel (S6);NVT;ChemischeStof;1703;06-07-2013;;G
S8;octylzwavel;7704-34-9;ChemischeStof;1706;08-06-2011;;G
SALMNLA;Salmonella;NVT;Object;;08-06-2011;;G
SALNTT;Saliniteit;NVT;Grootheid;;08-06-2011;;G
SAPBE;Saprobie;NVT;Typering;;08-06-2011;;G
SCHAKLG;Schakeling;NVT;Object;;26-08-2011;;G
SCHUIM;Schuim;NVT;Object;;26-01-2012;;G
SCHUTTG;schutting;NVT;Object;;08-06-2011;;G
SCREENNVTGSF;Screening niet-vluchtige stoffen uitgevoerd;NVT;OngedefinieerdLab;;28-08-2011;;G
SCREENSMSLVZ;Screening samenstelling vetzuren uitgevoerd;NVT;OngedefinieerdLab;;28-08-2011;;G
SCREENVTGSFU;Screening vluchtige stoffen uitgevoerd;NVT;OngedefinieerdLab;;28-08-2011;;G
SED;Sediment;NVT;Object;;08-06-2011;;G
SENSHTE;Sensorhoogte;NVT;MonstervariabeleEcologie;;27-08-2011;;G
SEXE;Sexe (geslacht);NVT;Typering;;08-06-2011;;G
SF6;zwavelhexafluoride;2551-62-4;ChemischeStof;;08-06-2011;;G
SLIB;Slib;NVT;Object;;08-06-2011;;G
SLIBBLTG;Slibbelasting;NVT;Grootheid;;08-06-2011;;G
SLIBDTE;Slibdikte;NVT;Grootheid;;08-06-2011;;G
SLIBLTD;Slibleeftijd;NVT;Grootheid;;08-06-2011;;G
